id,tenant_id,plant_id,timestamp,active_power_kw,energy_kwh,daily_yield_kwh,inv1_ac_kw,inv1_dc_kw,inv1_eff,inverter_data,irradiance_wm2,temp_c,humidity,wind_mps,rain_prob,alarm_code,severity
11,1,1,2026-01-31T19:20:00Z,0.0,0.0,11.61,0.0,0.0,0.9499,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9499}}",0.0,27.2,69.4,2.69,61.5,,
12,1,1,2026-01-31T19:25:00Z,0.0,0.0,11.61,0.0,0.0,0.9837,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9837}}",3.7,26.6,70.5,2.67,60.6,,
13,1,1,2026-01-31T19:30:00Z,18.09,1.5078,13.12,3.62,3.78,0.9578,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.62, ""dc_kw"": 3.78, ""eff"": 0.9578}}",0.6,26.3,67.3,1.64,64.0,,
14,1,1,2026-01-31T19:35:00Z,21.65,1.8039,14.93,4.33,4.61,0.9393,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.33, ""dc_kw"": 4.61, ""eff"": 0.9393}}",0.0,26.8,73.0,2.19,69.2,,
15,1,1,2026-01-31T19:40:00Z,0.0,0.0,14.93,0.0,0.0,0.9584,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9584}}",13.2,27.3,70.2,1.85,64.2,,
16,1,1,2026-01-31T19:45:00Z,0.0,0.0,14.93,0.0,0.0,0.9799,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9799}}",0.0,27.7,72.3,1.84,62.1,,
17,1,1,2026-01-31T19:50:00Z,37.83,3.1527,18.08,7.57,7.86,0.9631,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 7.57, ""dc_kw"": 7.86, ""eff"": 0.9631}}",22.2,26.7,70.8,2.29,56.9,,
18,1,1,2026-01-31T19:55:00Z,42.33,3.5272,21.61,8.47,8.65,0.9783,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 8.47, ""dc_kw"": 8.65, ""eff"": 0.9783}}",16.7,27.0,67.0,1.92,54.9,,
19,1,1,2026-01-31T20:00:00Z,0.0,0.0,21.61,0.0,0.0,0.9607,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9607}}",19.9,26.7,67.3,2.64,68.8,,
20,1,1,2026-01-31T20:05:00Z,2.99,0.249,21.85,0.6,0.63,0.9507,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.6, ""dc_kw"": 0.63, ""eff"": 0.9507}}",0.0,27.4,71.6,1.67,61.8,,
21,1,1,2026-01-31T20:10:00Z,4.25,0.3539,22.21,0.85,0.89,0.9528,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.85, ""dc_kw"": 0.89, ""eff"": 0.9528}}",22.3,26.9,68.3,2.2,65.6,,
22,1,1,2026-01-31T20:15:00Z,12.92,1.0771,23.29,2.58,2.71,0.954,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 2.58, ""dc_kw"": 2.71, ""eff"": 0.954}}",29.7,27.2,69.6,2.17,56.4,,
23,1,1,2026-01-31T20:20:00Z,0.0,0.0,23.29,0.0,0.0,0.9796,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9796}}",5.3,26.6,68.3,1.59,64.1,,
24,1,1,2026-01-31T20:25:00Z,0.0,0.0,23.29,0.0,0.0,0.9809,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9809}}",21.6,26.3,68.4,2.37,57.8,,
25,1,1,2026-01-31T20:30:00Z,0.0,0.0,23.29,0.0,0.0,0.9582,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9582}}",4.3,27.0,71.7,2.55,57.5,,
26,1,1,2026-01-31T20:35:00Z,0.0,0.0,23.29,0.0,0.0,0.9569,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9569}}",0.0,26.9,71.4,2.38,69.4,,
27,1,1,2026-01-31T20:40:00Z,0.0,0.0,23.29,0.0,0.0,0.9513,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9513}}",0.0,27.6,68.5,1.75,61.4,,
28,1,1,2026-01-31T20:45:00Z,0.0,0.0,23.29,0.0,0.0,0.9838,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9838}}",0.0,27.7,69.7,2.62,62.9,,
29,1,1,2026-01-31T20:50:00Z,19.08,1.5899,24.88,3.82,4.02,0.9484,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.82, ""dc_kw"": 4.02, ""eff"": 0.9484}}",20.2,27.8,72.6,2.6,57.1,,
30,1,1,2026-01-31T20:55:00Z,17.04,1.4204,26.3,3.41,3.55,0.9593,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.41, ""dc_kw"": 3.55, ""eff"": 0.9593}}",0.0,26.3,69.3,2.78,58.6,,
31,1,1,2026-01-31T21:00:00Z,0.0,0.0,26.3,0.0,0.0,0.9522,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9522}}",0.0,27.7,73.0,2.22,65.4,,
32,1,1,2026-01-31T21:05:00Z,32.93,2.7445,29.04,6.59,6.85,0.9614,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 6.59, ""dc_kw"": 6.85, ""eff"": 0.9614}}",28.1,27.1,70.3,2.47,55.5,,
33,1,1,2026-01-31T21:10:00Z,26.74,2.2285,31.27,5.35,5.52,0.9692,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.35, ""dc_kw"": 5.52, ""eff"": 0.9692}}",21.2,26.5,72.8,1.6,57.4,,
34,1,1,2026-01-31T21:15:00Z,7.16,0.5969,31.87,1.43,1.5,0.9577,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.43, ""dc_kw"": 1.5, ""eff"": 0.9577}}",0.0,26.4,72.3,1.82,63.5,,
35,1,1,2026-01-31T21:20:00Z,0.0,0.0,31.87,0.0,0.0,0.9566,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9566}}",5.0,27.0,72.6,1.77,65.4,,
36,1,1,2026-01-31T21:25:00Z,7.73,0.6441,32.51,1.55,1.57,0.9837,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.55, ""dc_kw"": 1.57, ""eff"": 0.9837}}",10.3,26.7,68.9,2.48,55.7,,
37,1,1,2026-01-31T21:30:00Z,52.46,4.3717,36.88,10.49,10.72,0.9784,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 10.49, ""dc_kw"": 10.72, ""eff"": 0.9784}}",29.8,26.3,68.3,1.84,68.6,,
38,1,1,2026-01-31T21:35:00Z,29.23,2.4362,39.32,5.85,6.04,0.9682,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.85, ""dc_kw"": 6.04, ""eff"": 0.9682}}",0.0,26.5,72.0,2.41,63.8,,
39,1,1,2026-01-31T21:40:00Z,0.0,0.0,39.32,0.0,0.0,0.944,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.944}}",0.0,27.5,68.8,2.36,68.7,,
40,1,1,2026-01-31T21:45:00Z,0.0,0.0,39.32,0.0,0.0,0.9673,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9673}}",0.0,27.1,68.6,2.29,65.4,,
41,1,1,2026-01-31T21:50:00Z,0.0,0.0,39.32,0.0,0.0,0.9513,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9513}}",0.0,27.0,72.4,2.6,56.0,,
42,1,1,2026-01-31T21:55:00Z,3.1,0.2584,39.58,0.62,0.65,0.9581,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.62, ""dc_kw"": 0.65, ""eff"": 0.9581}}",0.0,27.4,70.8,1.84,65.7,,
43,1,1,2026-01-31T22:00:00Z,20.08,1.673,41.25,4.02,4.16,0.965,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.02, ""dc_kw"": 4.16, ""eff"": 0.965}}",0.0,26.3,72.3,2.68,62.8,,
44,1,1,2026-01-31T22:05:00Z,21.64,1.8035,43.05,4.33,4.42,0.9793,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.33, ""dc_kw"": 4.42, ""eff"": 0.9793}}",0.0,26.4,68.8,2.67,66.6,,
45,1,1,2026-01-31T22:10:00Z,0.0,0.0,43.05,0.0,0.0,0.9667,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9667}}",0.0,26.6,67.6,2.51,67.9,,
46,1,1,2026-01-31T22:15:00Z,22.88,1.9071,44.96,4.58,4.87,0.9399,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.58, ""dc_kw"": 4.87, ""eff"": 0.9399}}",0.0,27.7,72.2,2.77,66.8,,
47,1,1,2026-01-31T22:20:00Z,32.74,2.7284,47.69,6.55,6.89,0.9508,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 6.55, ""dc_kw"": 6.89, ""eff"": 0.9508}}",14.2,26.7,72.6,2.54,67.6,,
48,1,1,2026-01-31T22:25:00Z,36.14,3.0119,50.7,7.23,7.53,0.9595,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 7.23, ""dc_kw"": 7.53, ""eff"": 0.9595}}",17.2,26.4,72.2,2.62,58.0,,
49,1,1,2026-01-31T22:30:00Z,0.0,0.0,50.7,0.0,0.0,0.9777,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9777}}",0.0,27.5,68.4,1.53,57.5,,
50,1,1,2026-01-31T22:35:00Z,30.0,2.5001,53.2,6.0,6.12,0.9811,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 6.0, ""dc_kw"": 6.12, ""eff"": 0.9811}}",28.0,26.6,70.8,2.02,69.3,,
51,1,1,2026-01-31T22:40:00Z,0.0,0.0,53.2,0.0,0.0,0.9584,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9584}}",0.0,27.8,68.1,2.75,58.6,,
52,1,1,2026-01-31T22:45:00Z,18.21,1.5179,54.72,3.64,3.83,0.9503,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.64, ""dc_kw"": 3.83, ""eff"": 0.9503}}",13.7,26.7,70.6,2.16,60.4,,
53,1,1,2026-01-31T22:50:00Z,26.98,2.2487,56.97,5.4,5.57,0.969,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.4, ""dc_kw"": 5.57, ""eff"": 0.969}}",12.5,26.2,72.6,2.2,65.4,,
54,1,1,2026-01-31T22:55:00Z,20.88,1.7401,58.71,4.18,4.3,0.9712,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.18, ""dc_kw"": 4.3, ""eff"": 0.9712}}",0.0,26.3,71.0,1.93,59.3,,
55,1,1,2026-01-31T23:00:00Z,0.0,0.0,58.71,0.0,0.0,0.9577,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9577}}",0.0,26.7,69.5,2.02,59.1,,
56,1,1,2026-01-31T23:05:00Z,29.06,2.4214,61.13,5.81,6.19,0.9388,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.81, ""dc_kw"": 6.19, ""eff"": 0.9388}}",26.4,27.3,72.4,2.3,59.1,,
57,1,1,2026-01-31T23:10:00Z,0.0,0.0,61.13,0.0,0.0,0.9484,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9484}}",0.0,26.9,70.5,2.35,61.6,,
58,1,1,2026-01-31T23:15:00Z,0.93,0.0773,61.21,0.19,0.19,0.9673,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.19, ""dc_kw"": 0.19, ""eff"": 0.9673}}",0.0,27.6,71.8,1.72,55.9,,
59,1,1,2026-01-31T23:20:00Z,0.0,0.0,61.21,0.0,0.0,0.9399,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9399}}",0.0,27.5,71.5,2.37,58.0,,
60,1,1,2026-01-31T23:25:00Z,7.79,0.6488,61.85,1.56,1.64,0.9476,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.56, ""dc_kw"": 1.64, ""eff"": 0.9476}}",0.0,27.0,72.1,1.59,60.8,,
61,1,1,2026-01-31T23:30:00Z,26.75,2.2288,64.08,5.35,5.49,0.9735,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.35, ""dc_kw"": 5.49, ""eff"": 0.9735}}",11.8,27.0,68.5,2.35,54.7,,
62,1,1,2026-01-31T23:35:00Z,0.0,0.0,64.08,0.0,0.0,0.95,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.95}}",0.0,26.9,68.1,2.75,62.4,,
63,1,1,2026-01-31T23:40:00Z,26.47,2.2055,66.29,5.29,5.39,0.9816,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.29, ""dc_kw"": 5.39, ""eff"": 0.9816}}",20.9,26.9,71.8,2.37,69.4,,
64,1,1,2026-01-31T23:45:00Z,26.15,2.1794,68.47,5.23,5.34,0.9792,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.23, ""dc_kw"": 5.34, ""eff"": 0.9792}}",23.5,27.2,71.3,2.16,67.1,,
65,1,1,2026-01-31T23:50:00Z,30.45,2.5378,71.01,6.09,6.33,0.9623,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 6.09, ""dc_kw"": 6.33, ""eff"": 0.9623}}",14.6,27.0,68.6,1.82,64.2,,
66,1,1,2026-01-31T23:55:00Z,0.0,0.0,71.01,0.0,0.0,0.9631,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9631}}",7.6,26.6,67.5,1.87,58.7,,
67,1,1,2026-02-01T00:00:00Z,0.0,0.0,71.01,0.0,0.0,0.9632,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9632}}",0.0,26.6,71.2,2.42,55.6,,
68,1,1,2026-02-01T00:05:00Z,11.73,0.9776,71.98,2.35,2.4,0.9774,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 2.35, ""dc_kw"": 2.4, ""eff"": 0.9774}}",0.0,26.5,69.5,2.68,63.4,,
69,1,1,2026-02-01T00:10:00Z,37.03,3.0856,75.07,7.41,7.54,0.9817,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 7.41, ""dc_kw"": 7.54, ""eff"": 0.9817}}",15.9,26.8,67.0,1.96,65.9,,
70,1,1,2026-02-01T00:15:00Z,0.0,0.0,75.07,0.0,0.0,0.9584,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9584}}",0.0,27.4,70.3,2.28,57.9,,
71,1,1,2026-02-01T00:20:00Z,0.0,0.0,75.07,0.0,0.0,0.9446,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9446}}",0.0,26.7,71.1,2.03,57.1,,
72,1,1,2026-02-01T00:25:00Z,15.86,1.322,76.39,3.17,3.36,0.9449,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.17, ""dc_kw"": 3.36, ""eff"": 0.9449}}",7.3,26.2,69.4,2.23,55.0,,
73,1,1,2026-02-01T00:30:00Z,15.67,1.3061,77.7,3.13,3.28,0.9559,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.13, ""dc_kw"": 3.28, ""eff"": 0.9559}}",0.0,26.3,69.3,1.78,59.5,,
74,1,1,2026-02-01T00:35:00Z,31.82,2.6516,80.35,6.36,6.47,0.9838,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 6.36, ""dc_kw"": 6.47, ""eff"": 0.9838}}",29.8,27.7,68.5,1.64,54.9,,
75,1,1,2026-02-01T00:40:00Z,19.84,1.6535,82.0,3.97,4.22,0.9397,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.97, ""dc_kw"": 4.22, ""eff"": 0.9397}}",38.3,27.9,70.9,2.55,68.9,,
76,1,1,2026-02-01T00:45:00Z,37.29,3.1075,85.11,7.46,7.88,0.9464,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 7.46, ""dc_kw"": 7.88, ""eff"": 0.9464}}",21.5,27.9,70.4,1.88,65.1,,
77,1,1,2026-02-01T00:50:00Z,44.33,3.694,88.8,8.87,9.3,0.9528,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 8.87, ""dc_kw"": 9.3, ""eff"": 0.9528}}",73.4,27.3,71.9,2.88,56.2,,
78,1,1,2026-02-01T00:55:00Z,107.11,8.9261,97.73,21.42,22.71,0.9434,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 21.42, ""dc_kw"": 22.71, ""eff"": 0.9434}}",100.7,27.9,71.3,1.76,65.0,,
79,1,1,2026-02-01T01:00:00Z,98.06,8.1719,105.9,19.61,20.47,0.9581,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 19.61, ""dc_kw"": 20.47, ""eff"": 0.9581}}",108.7,28.5,67.7,2.97,66.4,,
80,1,1,2026-02-01T01:05:00Z,128.9,10.7416,116.64,25.78,26.65,0.9674,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 25.78, ""dc_kw"": 26.65, ""eff"": 0.9674}}",102.6,28.3,72.1,2.8,56.2,,
81,1,1,2026-02-01T01:10:00Z,145.76,12.1463,128.79,29.15,30.27,0.963,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 29.15, ""dc_kw"": 30.27, ""eff"": 0.963}}",129.1,28.6,71.4,3.02,58.7,,
82,1,1,2026-02-01T01:15:00Z,100.25,8.3539,137.14,20.05,20.49,0.9785,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 20.05, ""dc_kw"": 20.49, ""eff"": 0.9785}}",127.2,29.3,68.6,2.9,67.1,,
83,1,1,2026-02-01T01:20:00Z,121.76,10.147,147.29,24.35,25.68,0.9484,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 24.35, ""dc_kw"": 25.68, ""eff"": 0.9484}}",143.3,29.3,69.3,1.86,67.4,,
84,1,1,2026-02-01T01:25:00Z,174.05,14.504,161.79,34.81,36.93,0.9427,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 34.81, ""dc_kw"": 36.93, ""eff"": 0.9427}}",150.2,30.0,71.2,2.22,54.8,,
85,1,1,2026-02-01T01:30:00Z,187.37,15.6138,177.41,37.47,39.74,0.943,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 37.47, ""dc_kw"": 39.74, ""eff"": 0.943}}",173.3,30.0,71.1,2.73,62.0,,
86,1,1,2026-02-01T01:35:00Z,191.52,15.9596,193.37,38.3,39.39,0.9724,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 38.3, ""dc_kw"": 39.39, ""eff"": 0.9724}}",199.6,29.5,70.5,2.53,62.6,,
87,1,1,2026-02-01T01:40:00Z,187.46,15.6216,208.99,37.49,38.94,0.9629,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 37.49, ""dc_kw"": 38.94, ""eff"": 0.9629}}",214.3,29.6,68.5,2.11,57.5,,
88,1,1,2026-02-01T01:45:00Z,194.86,16.2382,225.23,38.97,40.96,0.9515,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 38.97, ""dc_kw"": 40.96, ""eff"": 0.9515}}",197.1,29.8,69.9,2.92,69.3,,
89,1,1,2026-02-01T01:50:00Z,193.75,16.1455,241.37,38.75,39.43,0.9827,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 38.75, ""dc_kw"": 39.43, ""eff"": 0.9827}}",211.5,30.0,68.1,2.03,62.6,,
90,1,1,2026-02-01T01:55:00Z,254.73,21.2277,262.6,50.95,53.07,0.9599,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 50.95, ""dc_kw"": 53.07, ""eff"": 0.9599}}",255.4,30.0,72.2,2.68,67.7,,
91,1,1,2026-02-01T02:00:00Z,227.42,18.9517,281.55,45.48,48.28,0.9421,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 45.48, ""dc_kw"": 48.28, ""eff"": 0.9421}}",238.2,30.1,72.6,2.7,67.0,,
92,1,1,2026-02-01T02:05:00Z,215.66,17.9717,299.52,43.13,44.32,0.9732,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 43.13, ""dc_kw"": 44.32, ""eff"": 0.9732}}",243.9,30.5,70.4,2.5,69.5,,
93,1,1,2026-02-01T02:10:00Z,316.1,26.3416,325.87,63.22,64.29,0.9834,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 63.22, ""dc_kw"": 64.29, ""eff"": 0.9834}}",301.5,30.8,70.1,2.72,61.3,,
94,1,1,2026-02-01T02:15:00Z,279.13,23.2608,349.13,55.83,57.64,0.9685,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 55.83, ""dc_kw"": 57.64, ""eff"": 0.9685}}",304.5,31.6,71.4,3.4,57.7,,
95,1,1,2026-02-01T02:20:00Z,271.32,22.61,371.74,54.26,57.17,0.9492,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 54.26, ""dc_kw"": 57.17, ""eff"": 0.9492}}",290.8,30.9,67.0,2.78,63.5,,
96,1,1,2026-02-01T02:25:00Z,333.9,27.8247,399.56,66.78,68.95,0.9686,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 66.78, ""dc_kw"": 68.95, ""eff"": 0.9686}}",335.4,31.7,71.1,3.42,66.4,,
97,1,1,2026-02-01T02:30:00Z,296.44,24.7036,424.27,59.29,62.65,0.9463,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 59.29, ""dc_kw"": 62.65, ""eff"": 0.9463}}",331.5,32.1,70.9,3.43,67.0,,
98,1,1,2026-02-01T02:35:00Z,364.95,30.4127,454.68,72.99,74.39,0.9812,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 72.99, ""dc_kw"": 74.39, ""eff"": 0.9812}}",363.6,32.3,68.7,2.44,65.0,,
99,1,1,2026-02-01T02:40:00Z,336.08,28.0063,482.68,67.22,71.28,0.9429,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 67.22, ""dc_kw"": 71.28, ""eff"": 0.9429}}",360.7,31.7,67.2,2.87,59.5,,
100,1,1,2026-02-01T02:45:00Z,367.62,30.635,513.32,73.52,78.17,0.9406,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 73.52, ""dc_kw"": 78.17, ""eff"": 0.9406}}",393.5,32.7,72.7,3.63,64.7,,
101,1,1,2026-02-01T02:50:00Z,379.55,31.629,544.95,75.91,79.0,0.9609,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 75.91, ""dc_kw"": 79.0, ""eff"": 0.9609}}",383.7,33.0,72.5,2.6,63.4,,
102,1,1,2026-02-01T02:55:00Z,388.02,32.3347,577.28,77.6,81.54,0.9518,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 77.6, ""dc_kw"": 81.54, ""eff"": 0.9518}}",388.3,32.6,71.0,3.5,59.6,,
103,1,1,2026-02-01T03:00:00Z,442.17,36.8472,614.13,88.43,92.41,0.957,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 88.43, ""dc_kw"": 92.41, ""eff"": 0.957}}",427.9,33.2,69.7,2.82,59.5,,
104,1,1,2026-02-01T03:05:00Z,426.33,35.5276,649.66,85.27,87.65,0.9728,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 85.27, ""dc_kw"": 87.65, ""eff"": 0.9728}}",449.9,33.5,70.3,2.98,57.4,,
105,1,1,2026-02-01T03:10:00Z,445.24,37.1037,686.76,89.05,94.3,0.9443,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 89.05, ""dc_kw"": 94.3, ""eff"": 0.9443}}",447.6,33.0,70.3,3.67,61.2,,
106,1,1,2026-02-01T03:15:00Z,410.54,34.2114,720.97,82.11,83.49,0.9835,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 82.11, ""dc_kw"": 83.49, ""eff"": 0.9835}}",449.7,33.2,68.0,3.21,62.9,,
