timestamp,active_power_kw,irradiance_wm2,temp_c,humidity,wind_mps,rain_prob,inv1_ac_kw,inv1_dc_kw,inv1_eff
2026-02-01 01:40:00+00:00,187.46,214.3,29.6,68.5,2.11,57.5,37.49,38.94,0.9629
2026-02-01 01:45:00+00:00,194.86,197.1,29.8,69.9,2.92,69.3,38.97,40.96,0.9515
2026-02-01 01:50:00+00:00,193.75,211.5,30.0,68.1,2.03,62.6,38.75,39.43,0.9827
2026-02-01 01:55:00+00:00,254.73,255.4,30.0,72.2,2.68,67.7,50.95,53.07,0.9599
2026-02-01 02:00:00+00:00,227.42,238.2,30.1,72.6,2.7,67.0,45.48,48.28,0.9421
2026-02-01 02:05:00+00:00,215.66,243.9,30.5,70.4,2.5,69.5,43.13,44.32,0.9732
2026-02-01 02:10:00+00:00,316.1,301.5,30.8,70.1,2.72,61.3,63.22,64.29,0.9834
2026-02-01 02:15:00+00:00,279.13,304.5,31.6,71.4,3.4,57.7,55.83,57.64,0.9685
2026-02-01 02:20:00+00:00,271.32,290.8,30.9,67.0,2.78,63.5,54.26,57.17,0.9492
2026-02-01 02:25:00+00:00,333.9,335.4,31.7,71.1,3.42,66.4,66.78,68.95,0.9686
2026-02-01 02:30:00+00:00,296.44,331.5,32.1,70.9,3.43,67.0,59.29,62.65,0.9463
2026-02-01 02:35:00+00:00,364.95,363.6,32.3,68.7,2.44,65.0,72.99,74.39,0.9812
2026-02-01 02:40:00+00:00,336.08,360.7,31.7,67.2,2.87,59.5,67.22,71.28,0.9429
2026-02-01 02:45:00+00:00,367.62,393.5,32.7,72.7,3.63,64.7,73.52,78.17,0.9406
2026-02-01 02:50:00+00:00,379.55,383.7,33.0,72.5,2.6,63.4,75.91,79.0,0.9609
2026-02-01 02:55:00+00:00,388.02,388.3,32.6,71.0,3.5,59.6,77.6,81.54,0.9518
2026-02-01 03:00:00+00:00,442.17,427.9,33.2,69.7,2.82,59.5,88.43,92.41,0.957
2026-02-01 03:05:00+00:00,426.33,449.9,33.5,70.3,2.98,57.4,85.27,87.65,0.9728
2026-02-01 03:10:00+00:00,445.24,447.6,33.0,70.3,3.67,61.2,89.05,94.3,0.9443
2026-02-01 03:15:00+00:00,410.54,449.7,33.2,68.0,3.21,62.9,82.11,83.49,0.9835
2026-02-01 03:20:00+00:00,437.54,451.7,33.1,72.0,3.16,65.4,87.51,92.01,0.9511
2026-02-01 03:25:00+00:00,477.25,493.6,33.5,70.3,3.04,68.5,95.45,97.56,0.9784
2026-02-01 03:30:00+00:00,463.41,461.8,34.5,54.5,3.78,62.2,92.68,97.4,0.9515
2026-02-01 03:35:00+00:00,461.72,490.7,35.0,54.9,2.78,62.7,92.34,95.83,0.9636
2026-02-01 03:40:00+00:00,458.91,492.8,34.1,53.1,3.51,63.2,91.78,94.26,0.9737
2026-02-01 03:45:00+00:00,518.73,520.0,34.8,56.9,3.13,64.6,103.75,105.55,0.9829
2026-02-01 03:50:00+00:00,464.64,487.0,34.7,55.5,3.78,67.7,92.93,96.55,0.9625
2026-02-01 03:55:00+00:00,544.87,537.5,34.7,55.9,2.87,61.7,108.97,114.22,0.954
2026-02-01 04:00:00+00:00,508.41,542.2,35.5,57.1,3.81,60.3,101.68,104.7,0.9711
2026-02-01 04:05:00+00:00,573.12,564.3,34.3,52.4,3.53,68.4,114.62,117.88,0.9724
2026-02-01 04:10:00+00:00,528.72,526.4,35.4,57.2,3.31,65.0,105.74,112.39,0.9409
2026-02-01 04:15:00+00:00,541.84,546.4,35.1,52.9,3.44,63.1,108.37,114.5,0.9465
2026-02-01 04:20:00+00:00,561.69,589.1,35.6,53.4,3.95,56.8,112.34,118.22,0.9502
2026-02-01 04:25:00+00:00,517.55,545.1,36.0,57.4,3.66,57.0,103.51,108.46,0.9544
2026-02-01 04:30:00+00:00,558.55,590.4,35.5,53.5,3.9,57.6,111.71,116.3,0.9606
2026-02-01 04:35:00+00:00,577.17,593.5,35.9,58.0,3.2,69.3,115.43,121.36,0.9512
2026-02-01 04:40:00+00:00,604.16,607.3,36.3,52.3,3.62,62.1,120.83,126.97,0.9517
2026-02-01 04:45:00+00:00,596.28,609.2,35.7,55.8,3.65,64.8,119.26,123.14,0.9685
2026-02-01 04:50:00+00:00,592.67,616.8,36.7,55.9,3.26,61.2,118.53,121.98,0.9718
2026-02-01 04:55:00+00:00,603.29,602.8,36.5,53.1,3.04,62.7,120.66,125.33,0.9627
2026-02-01 05:00:00+00:00,627.71,640.7,35.8,56.9,3.51,66.7,125.54,131.59,0.954
2026-02-01 05:05:00+00:00,654.82,654.1,35.7,57.8,4.02,65.5,130.96,133.32,0.9823
2026-02-01 05:10:00+00:00,604.26,623.5,36.9,52.1,3.61,61.4,120.85,124.71,0.9691
2026-02-01 05:15:00+00:00,646.86,655.7,37.2,52.7,3.22,55.0,129.37,134.19,0.9641
2026-02-01 05:20:00+00:00,591.67,624.2,35.8,56.9,4.11,59.2,118.33,125.21,0.9451
2026-02-01 05:25:00+00:00,601.32,633.5,36.6,52.6,4.09,56.7,120.26,124.11,0.969
2026-02-01 05:30:00+00:00,620.68,675.9,36.5,56.5,3.15,60.8,124.14,129.2,0.9608
2026-02-01 05:35:00+00:00,671.39,679.9,36.0,54.2,3.53,68.9,134.28,142.35,0.9433
2026-02-01 05:40:00+00:00,603.11,658.8,37.5,54.2,3.48,57.5,120.62,123.47,0.977
2026-02-01 05:45:00+00:00,621.32,668.9,37.0,55.6,3.0,66.4,124.26,131.57,0.9445
2026-02-01 05:50:00+00:00,594.46,636.0,37.3,53.2,3.26,67.7,118.89,125.75,0.9454
2026-02-01 05:55:00+00:00,583.26,634.4,37.5,52.9,3.15,58.4,116.65,120.44,0.9686
2026-02-01 06:00:00+00:00,578.79,637.2,37.4,53.4,3.41,57.2,115.76,119.07,0.9722
2026-02-01 06:05:00+00:00,650.52,682.8,36.9,56.7,3.66,56.3,130.1,132.58,0.9814
2026-02-01 06:10:00+00:00,625.68,686.5,37.5,55.1,3.59,69.1,125.14,130.3,0.9604
2026-02-01 06:15:00+00:00,655.66,681.8,37.0,57.5,3.09,55.8,131.13,139.24,0.9418
2026-02-01 06:20:00+00:00,643.83,679.4,37.1,54.0,4.29,62.6,128.77,133.29,0.9661
2026-02-01 06:25:00+00:00,632.54,684.0,37.6,55.9,4.0,65.4,126.51,131.9,0.9591
2026-02-01 06:30:00+00:00,640.7,662.4,36.9,54.5,3.12,61.0,128.14,134.09,0.9557
2026-02-01 06:35:00+00:00,680.07,697.3,36.3,57.0,3.12,56.1,136.01,139.45,0.9753
2026-02-01 06:40:00+00:00,653.81,676.6,37.1,54.0,3.16,59.9,130.76,134.45,0.9726
2026-02-01 06:45:00+00:00,631.83,683.9,37.7,55.6,3.45,63.3,126.37,130.49,0.9684
2026-02-01 06:50:00+00:00,632.09,646.0,37.5,54.2,3.99,63.2,126.42,129.42,0.9768
2026-02-01 06:55:00+00:00,673.62,687.2,37.1,55.9,3.03,68.6,134.72,141.69,0.9508
2026-02-01 07:00:00+00:00,650.94,678.5,36.6,54.0,3.0,67.7,130.19,136.06,0.9568
2026-02-01 07:05:00+00:00,632.74,672.2,36.1,56.5,3.26,60.9,126.55,132.45,0.9555
2026-02-01 07:10:00+00:00,653.08,678.5,37.0,52.5,3.05,57.0,130.62,134.78,0.9691
2026-02-01 07:15:00+00:00,614.16,668.9,36.8,54.7,3.33,66.0,122.83,128.2,0.9582
2026-02-01 07:20:00+00:00,641.48,666.8,36.7,56.0,3.02,60.6,128.3,136.61,0.9392
2026-02-01 07:25:00+00:00,621.99,635.5,36.1,53.5,3.38,54.7,124.4,131.4,0.9467
2026-02-01 07:30:00+00:00,652.24,661.4,36.7,57.0,4.0,55.7,130.45,138.67,0.9407
2026-02-01 07:35:00+00:00,632.87,670.5,37.2,55.5,3.69,65.3,126.57,134.08,0.944
2026-02-01 07:40:00+00:00,575.42,630.4,37.0,55.7,4.01,68.4,115.08,117.82,0.9768
2026-02-01 07:45:00+00:00,602.17,641.7,36.5,54.4,3.32,59.7,120.43,127.26,0.9464
2026-02-01 07:50:00+00:00,599.73,608.4,36.4,57.4,3.36,65.5,119.95,122.96,0.9755
2026-02-01 07:55:00+00:00,559.55,605.1,35.8,55.6,3.89,64.5,111.91,114.95,0.9736
2026-02-01 08:00:00+00:00,614.63,636.2,36.7,54.7,4.09,63.1,122.93,127.13,0.9669
2026-02-01 08:05:00+00:00,582.86,622.8,35.6,52.4,3.45,59.2,116.57,123.84,0.9413
2026-02-01 08:10:00+00:00,593.3,597.7,36.0,52.3,3.94,55.8,118.66,121.42,0.9773
2026-02-01 08:15:00+00:00,573.84,603.2,35.9,55.3,3.87,68.1,114.77,117.68,0.9752
2026-02-01 08:20:00+00:00,584.0,585.4,35.8,52.9,2.91,56.2,116.8,122.4,0.9543
2026-02-01 08:25:00+00:00,566.69,589.5,35.2,53.5,3.38,61.2,113.34,119.81,0.946
2026-02-01 08:30:00+00:00,553.9,569.0,35.5,54.0,3.58,66.5,110.78,117.63,0.9418
2026-02-01 08:35:00+00:00,583.76,585.3,35.2,56.3,3.64,68.2,116.75,122.41,0.9538
2026-02-01 08:40:00+00:00,528.76,545.3,35.2,57.8,3.67,60.5,105.75,107.8,0.981
2026-02-01 08:45:00+00:00,541.94,551.4,35.8,56.9,3.62,67.1,108.39,111.78,0.9697
2026-02-01 08:50:00+00:00,519.6,559.3,35.1,54.2,3.2,57.3,103.92,105.88,0.9815
2026-02-01 08:55:00+00:00,521.88,525.6,34.5,52.5,3.81,56.1,104.38,106.9,0.9764
2026-02-01 09:00:00+00:00,465.62,505.4,34.7,56.6,2.86,60.3,93.12,95.39,0.9762
2026-02-01 09:05:00+00:00,506.81,542.7,34.3,54.6,3.2,64.8,101.36,105.72,0.9588
2026-02-01 09:10:00+00:00,507.58,529.7,34.6,55.2,3.05,66.8,101.52,103.97,0.9764
2026-02-01 09:15:00+00:00,511.85,532.1,35.3,54.8,2.99,60.4,102.37,104.21,0.9823
2026-02-01 09:20:00+00:00,498.77,513.6,33.8,53.5,3.44,67.7,99.75,105.74,0.9434
2026-02-01 09:25:00+00:00,467.39,506.5,33.9,56.6,2.94,68.2,93.48,97.53,0.9585
2026-02-01 09:30:00+00:00,442.16,458.5,34.0,54.1,2.6,55.4,88.43,93.14,0.9494
2026-02-01 09:35:00+00:00,459.79,457.2,33.2,57.6,3.63,64.4,91.96,97.31,0.945
2026-02-01 09:40:00+00:00,426.95,473.8,34.1,52.8,3.43,61.4,85.39,90.61,0.9424
2026-02-01 09:45:00+00:00,434.43,463.2,33.7,56.4,3.18,56.3,86.89,91.23,0.9524
2026-02-01 09:50:00+00:00,417.78,427.2,33.9,54.7,2.61,68.2,83.56,88.93,0.9395
2026-02-01 09:55:00+00:00,387.71,405.2,32.7,54.6,3.24,58.2,77.54,80.05,0.9687
2026-02-01 10:00:00+00:00,427.9,437.6,32.4,55.2,3.07,69.5,85.58,89.48,0.9564
2026-02-01 10:05:00+00:00,382.14,405.5,33.7,53.5,2.41,66.5,76.43,78.65,0.9718
2026-02-01 10:10:00+00:00,407.54,401.8,33.1,54.0,2.42,62.8,81.51,86.1,0.9467
2026-02-01 10:15:00+00:00,376.14,371.3,32.9,55.8,3.39,55.6,75.23,78.41,0.9594
2026-02-01 10:20:00+00:00,353.87,333.7,31.9,52.3,3.52,62.4,70.77,73.47,0.9632
2026-02-01 10:25:00+00:00,344.02,363.8,31.7,54.1,3.29,67.6,68.8,72.85,0.9444
2026-02-01 10:30:00+00:00,348.55,359.4,32.4,57.4,2.75,69.2,69.71,72.52,0.9612
2026-02-01 10:35:00+00:00,334.29,324.4,32.3,56.4,2.32,63.7,66.86,69.4,0.9634
2026-02-01 10:40:00+00:00,288.67,285.1,31.9,53.8,2.98,61.0,57.73,60.48,0.9546
2026-02-01 10:45:00+00:00,338.41,319.4,31.2,58.0,2.52,69.3,67.68,71.84,0.9422
2026-02-01 10:50:00+00:00,274.88,275.8,31.7,56.1,3.37,56.8,54.98,56.44,0.974
2026-02-01 10:55:00+00:00,244.67,244.7,31.5,54.2,2.6,63.1,48.93,50.48,0.9694
2026-02-01 11:00:00+00:00,252.24,249.5,31.2,55.4,2.76,60.6,50.45,53.1,0.95
2026-02-01 11:05:00+00:00,237.54,257.7,30.6,54.3,2.77,58.6,47.51,49.54,0.9589
2026-02-01 11:10:00+00:00,208.83,217.0,31.1,54.9,2.17,67.4,41.77,42.65,0.9792
2026-02-01 11:15:00+00:00,160.98,191.3,30.5,57.1,2.4,59.8,32.2,33.43,0.9632
2026-02-01 11:20:00+00:00,218.93,223.2,30.3,57.6,2.78,66.5,43.79,46.37,0.9443
2026-02-01 11:25:00+00:00,181.11,166.4,30.3,52.2,2.64,60.2,36.22,37.59,0.9636
2026-02-01 11:30:00+00:00,162.71,149.1,29.3,58.0,2.82,62.5,32.54,33.35,0.9759
2026-02-01 11:35:00+00:00,207.29,188.1,29.6,64.7,2.74,59.8,41.46,42.57,0.9739
2026-02-01 11:40:00+00:00,101.34,126.4,29.9,64.6,3.01,55.5,20.27,21.43,0.9457
2026-02-01 11:45:00+00:00,139.16,120.5,29.3,64.1,3.02,68.0,27.83,29.29,0.9501
2026-02-01 11:50:00+00:00,98.37,119.8,28.1,63.8,2.45,62.2,19.67,20.05,0.9812
2026-02-01 11:55:00+00:00,129.54,111.8,28.9,65.6,2.82,63.1,25.91,27.56,0.9401
2026-02-01 12:00:00+00:00,103.23,96.2,28.4,65.9,2.69,60.9,20.65,21.48,0.9612
2026-02-01 12:05:00+00:00,47.47,60.5,28.8,64.9,2.71,64.9,9.49,10.08,0.9421
2026-02-01 12:10:00+00:00,67.43,54.9,27.8,63.2,2.42,59.3,13.49,13.88,0.9718
2026-02-01 12:15:00+00:00,69.87,72.5,27.1,64.2,2.33,59.4,13.97,14.7,0.9508
2026-02-01 12:20:00+00:00,27.0,5.1,27.1,64.3,2.37,58.4,5.4,5.71,0.946
2026-02-01 12:25:00+00:00,19.1,19.3,26.9,66.6,2.18,62.3,3.82,4.01,0.9527
2026-02-01 12:30:00+00:00,0.0,26.7,27.0,67.8,1.78,59.9,0.0,0.0,0.9611
2026-02-01 12:35:00+00:00,32.13,9.3,27.0,65.2,2.6,61.1,6.43,6.61,0.9715
2026-02-01 12:40:00+00:00,18.91,15.8,26.8,64.4,2.24,57.5,3.78,4.01,0.9421
2026-02-01 12:45:00+00:00,0.0,0.3,27.4,63.7,2.79,64.8,0.0,0.0,0.9827
2026-02-01 12:50:00+00:00,0.0,0.0,27.5,64.0,2.72,66.0,0.0,0.0,0.9617
2026-02-01 12:55:00+00:00,0.0,0.0,26.3,62.8,1.93,61.7,0.0,0.0,0.9661
2026-02-01 13:00:00+00:00,15.28,0.9,26.7,65.7,1.71,69.5,3.06,3.21,0.9523
2026-02-01 13:05:00+00:00,18.94,0.0,27.5,65.2,2.42,59.1,3.79,3.97,0.9554
2026-02-01 13:10:00+00:00,21.6,10.4,27.8,65.5,2.54,65.5,4.32,4.59,0.94
2026-02-01 13:15:00+00:00,13.28,0.0,27.7,66.7,2.51,63.3,2.66,2.75,0.9651
2026-02-01 13:20:00+00:00,10.84,0.0,27.2,65.7,2.59,56.8,2.17,2.31,0.9402
2026-02-01 13:25:00+00:00,38.17,26.9,26.4,62.1,1.91,56.9,7.63,7.98,0.9573
2026-02-01 13:30:00+00:00,0.0,16.5,27.7,67.2,2.46,55.6,0.0,0.0,0.9481
2026-02-01 13:35:00+00:00,24.73,0.0,27.3,65.2,1.91,57.2,4.95,5.18,0.9542
2026-02-01 13:40:00+00:00,6.6,0.0,27.4,66.3,2.34,65.0,1.32,1.39,0.9475
2026-02-01 13:45:00+00:00,0.0,0.0,27.1,63.3,2.76,59.1,0.0,0.0,0.9481
2026-02-01 13:50:00+00:00,0.0,12.3,26.7,64.1,2.71,66.6,0.0,0.0,0.9443
2026-02-01 13:55:00+00:00,28.8,10.6,26.8,67.9,2.56,68.9,5.76,6.05,0.9519
2026-02-01 14:00:00+00:00,0.0,0.0,27.3,64.1,2.08,58.5,0.0,0.0,0.9479
2026-02-01 14:05:00+00:00,7.5,2.3,27.7,66.2,1.68,63.9,1.5,1.58,0.9497
2026-02-01 14:10:00+00:00,23.15,10.2,27.0,65.8,1.57,60.8,4.63,4.91,0.9433
2026-02-01 14:15:00+00:00,42.27,16.2,26.2,65.3,2.71,60.7,8.45,8.64,0.9783
2026-02-01 14:20:00+00:00,24.48,0.0,26.5,67.8,1.92,64.3,4.9,5.19,0.9428
2026-02-01 14:25:00+00:00,0.0,4.4,27.1,66.3,2.72,68.3,0.0,0.0,0.9785
2026-02-01 14:30:00+00:00,26.2,0.0,27.7,68.0,2.02,62.1,5.24,5.33,0.9821
2026-02-01 14:35:00+00:00,54.28,25.6,27.6,62.1,2.24,56.2,10.86,11.41,0.9516
2026-02-01 14:40:00+00:00,27.18,29.3,27.1,65.0,2.72,67.4,5.44,5.74,0.9475
2026-02-01 14:45:00+00:00,14.2,0.0,26.5,64.8,1.83,57.4,2.84,2.91,0.9744
2026-02-01 14:50:00+00:00,23.65,4.1,27.4,63.1,2.61,68.1,4.73,4.92,0.962
2026-02-01 14:55:00+00:00,0.0,0.0,27.3,63.1,1.68,59.5,0.0,0.0,0.9505
2026-02-01 15:00:00+00:00,0.0,0.0,27.4,67.7,1.89,65.5,0.0,0.0,0.9682
2026-02-01 15:05:00+00:00,11.66,11.6,26.3,62.7,1.9,60.7,2.33,2.38,0.9791
2026-02-01 15:10:00+00:00,19.01,12.2,26.7,62.7,2.69,59.1,3.8,4.01,0.9487
2026-02-01 15:15:00+00:00,2.95,0.0,26.4,66.5,2.29,60.9,0.59,0.62,0.96
2026-02-01 15:20:00+00:00,24.62,2.3,27.3,63.3,1.82,65.9,4.92,5.22,0.9425
2026-02-01 15:25:00+00:00,2.86,0.0,27.3,62.5,2.23,55.6,0.57,0.59,0.9616
2026-02-01 15:30:00+00:00,0.0,4.4,26.4,64.0,2.18,56.4,0.0,0.0,0.965
2026-02-01 15:35:00+00:00,0.0,0.0,27.0,66.9,2.09,62.3,0.0,0.0,0.9414
2026-02-01 15:40:00+00:00,14.75,0.0,27.5,66.3,2.01,66.9,2.95,3.06,0.9648
2026-02-01 15:45:00+00:00,0.0,0.0,26.8,62.4,2.79,68.6,0.0,0.0,0.9808
2026-02-01 15:50:00+00:00,8.75,0.0,26.9,66.6,2.5,69.3,1.75,1.83,0.9577
